"General: Withdrawal to Non-Bank Entity","Général : retrait à l’entité non-bancaire"
"General: adjustment of a type not belonging to the other T12xx categories","Général : ajustement d’un type n’appartenant pas aux autres catégories de T12xx"
"General: bonus of a type not belonging to the other T08xx categories","Général : bonification d’un type n’appartenant pas aux autres catégories de T08xx"
"General: event not yet categorized","Général : événement pas encore classé par catégorie"
"General: non-payment fee of a type not belonging to the other T01xx categories","Général : taxe de non-paiement d’un type qui n’appartient pas aux autres catégories T01xx"
"General: received payment of a type not belonging to the other T00xx categories","Général : paiement reçu d’un type n’appartenant pas aux autres catégories de T00xx"
"General: reversal of a type not belonging to the other T11xx categories","Général : inversion d’un type n’appartenant pas aux autres catégories de T11xx"
"General: temporary hold of a type not belonging to the other T15xx categories","Général: suspension temporaire d’un type qui n’appartiennent pas aux autres catégories T15xx"
"General Adjustment without businessrelated event","Ajustement général sans événement lié au marché"
"General Contact","Contact général"
"General Contact Email","Email du contact général"
"General Contact Name","Nom du contact général"
"General Currency Conversion","Conversion de devises général"
"General Funding of PayPal Account ","Financement général de compte PayPal "
"General Information","Informations générales"
"General Options","Options générales"
"General Redemption","Remboursement général"
"General Section","Section générale"
"General Settings","Paramètres généraux"
"General Subscription","Je m'abonne"
"General Withdrawal from PayPal Account","Retrait général de compte PayPal"
Generate,Générer
"Generate Human-Friendly Customer ID","Générer un ID client facile à lire"
"Generate Products","Générer les produits"
"Generate Schedules Every","Générer les tâches programmées toutes les"
"Generate Variations","Générer variations"
"Generated under Insights in Manage data -> API Keys -> Insert Keys","Générée dans Insights sous Manage data -> API Keys -> Insert Keys"
"Generation Settings","Paramètres globaux"
"Generic Pages","Pages génériques"
"Generic service exception %1","Generic service exception %1"
"Get Credentials from PayPal","Obtenez les informations d’accès de PayPal"
"Get Customer","Obtenir le client"
"Get Feed","Récupérer le Flux"
"Get Payment Update","Obtenir la mise à jour de paiement"
"Get Publisher ID from PayPal","Obtenez l’ID éditeur de PayPal"
"Get Video Information","Obtenir des informations sur la vidéo"
"Get a Quote","Obtenir une estimation"
"Get shipping methods and rates","Récupérer les modes de livraison et les taux"
Gift,Cadeau
"Gift Certificate Payment: purchase of Gift Certificate","Paiement par chèque cadeau : achat de chèque cadeau"
"Gift Certificate Redemption","Rachat de chèque cadeau"
"Gift Message","Message cadeau"
"Gift Message (optional)","Message cadeau (optionnel)"
"Gift Message for This Order","Message cadeau pour cette commande"
"Gift Message for the Entire Order","Message cadeau pour toute la commande"
"Gift Message for this Order","Message cadeau pour cette commande"
"Gift Message is not available","Message cadeau indisponible"
"Gift Messages are not applicable for empty cart","Les messages cadeaux ne sont pas applicables lorsque le panier est vide"
"Gift Messages are not applicable for empty order","Les messages cadeaux ne sont pas applicables lorsque la commande est vide"
"Gift Messages are not applicable for virtual products","Les messages cadeaux ne sont pas applicables sur les produits virtuels"
"Gift Messages is not applicable for empty cart","Les messages cadeau ne sont pas utilisables lorsque le panier est vide"
"Gift Messages is not applicable for empty order","Les messages cadeau ne sont pas utilisables pour une commande vide"
"Gift Messages is not applicable for virtual products","Les messages cadeau ne sont pas utilisables pour les produits virtuels"
"Gift Options","Options cadeau"
"Gift Options for ","Options cadeau pour "
"Gift Options for Individual Items","Options cadeau pour les articles individuels"
"Gift Options for the Entire Order","Options cadeau pour toute la commande"
"Gift Options for this address.","Options cadeau pour cette adresse."
"Gift options","Options cadeau"
Girth,Circonférence
Global,Global
"Global Attribute","Attribut global"
"Global Express Guaranteed (GXG)","Global Express Guaranteed (GXG)"
"Global Express Guaranteed Document","Global Express Guaranteed Document"
"Global Express Guaranteed Non-Document Non-Rectangular","Global Express Guaranteed Non-Document Non-Rectangular"
"Global Express Guaranteed Non-Document Rectangular","Global Express Guaranteed Non-Document Rectangular"
"Global Search","Recherche globale"
"Globally Editable","Éditable globalement"
"Globalmail business","Globalmail business"
"Go Today","Aller à aujourd’hui"
"Go back",Retour
"Go back to product details","Retour aux détails du produit"
"Google API","API Google"
"Google AdWords","Google AdWords"
"Google Analytics","Google Analytics"
"Google Analytics Content Experiments Code","Code Google Analytics Expérimental"
"Go to <a href=""%1"">My Downloadable Products</a>","Aller à <a href=""%1"">Mes produits téléchargeables</a>"
"Go to Checkout","Procéder au paiement"
"Go to Details Page","Aller à la page des détails"
"Go to Home Page","Aller à la page d’accueil"
"Go to Review Your Order","Retour au récapitulatif de votre commande"
"Go to Shipping Information","Allez aux informations de livraison"
"Go to Wish List","Allez à la liste d’envies"
"Grand Total","Montant global"
"Grand Total (Base)","Total (devise de base)"
"Grand Total (Excl. Tax)","Total (HT)"
"Grand Total (Excl.Tax)","Total (HT)"
"Grand Total (Incl.Tax)","Total (TTC)"
"Grand Total (Incl. Tax)","Total (TTC)"
"Grand Total (Purchased)","Total (commandé)"
"Grand Total:","Montant global :"
"Grand Total Excl. Tax","Total HT"
"Grand Total Incl. Tax","Total TTC"
"Grand Total to be Charged","Total à facturer"
Grid,Grille
"Grid (default) / List","Grille (par défaut) / Liste"
"Grid Only","Grille uniquement"
"Grid Settings","Paramètres de la grille"
"Gross Amount","Montant brut"
Ground,Sol
"Ground Commercial","Raison commerciale"
"Ground Residential","Ground Residential"
Group,Groupe
"Group Information","Informations du groupe"
"Group Label","Libellé du groupe"
"Group Name","Nom du groupe"
"Grouped Product Image","Image produit groupé"
"Grouped Products","Produits groupés"
"Grouped product items","Articles du produit groupé"
"Group for Invalid VAT ID","Groupe pour un numéro de TVA invalide"
"Group for Valid VAT ID - Domestic","Groupe pour un numéro de TVA valide - Domestique"
"Group for Valid VAT ID - Intra-Union","Groupe pour un numéro de TVA valide - Intra-Union"
"Group price must be a number greater than 0.","Le prix de groupe doit être un nombre supérieur à 0."
Groups,Groupes
"Group was removed","Groupe supprimé"
"Group with id ""%1"" does not exist.","Le groupe id ""%1"" n’existe pas."
Guest,Invité
"Guest checkout is disabled.","Le passage de commande invité est désactivé."
"Guest checkout will only work with shareable.","Le passage de commande en tant qu’invité ne fonctionnera qu’avec les partageables."
HTML,HTML
"HTML Head","En-tête HTML"
"HTML ID or class will not have effect, if HTML tag is not specified.","L'ID ou la classe HTML n'aura pas d'effet si la balise HTML n'est pas spécifiée."
"HTML tags are not allowed","Les balises HTML ne sont pas autorisées"
"HTML tags are not allowed.","Les balises HTML ne sont pas autorisées."
"HTTP (unsecure)","HTTP (non sécurisé)"
"HTTPS (SSL)","HTTPS (SSL)"
"Handling Applied","Frais de dossier appliqués"
"Handling Fee","Frais de dossier"
Header,En-tête
"Header (center)","Header (centre)"
"Header Background Color","Couleur d’arrière plan de l’entête"
"Header Border Color","Couleur de la bordure de l’entête"
"Header Image URL","URL de l’image d’entête"
"Header Template","Gabarit de l’en-tête"
"Header column names already set","L’en-tête des noms de colonnes a déjà été défini"
Height,Hauteur
"Height, width and length should be equal or greater than %1","Hauteur, largeur et longueur devrait être supérieurs ou égaux à %1"
"Hello,",Bonjour
"Hello, %1!","Bonjour, %1 !"
"Hello World!","Hello World!"
Help,Aide
"Help Us Keep Magento Healthy","Aidez-nous à améliorer Magento"
"Help Us Keep Magento Healthy - Report All Bugs","Aidez-nous à améliorer Magento - Signalez tous les bugs"
"Help Us to Keep Magento Healthy","Aidez-nous à améliorer Magento"
Helper,Helper
"Helper arguments should not be used in custom layout updates.","Les arguments du Helper ne peuvent être utilisées dans les custom layout updates."
"Helper instance cannot be redefined.","L’instance du Helper ne peut être redéfinie."
"Helper instance is not defined yet.","Instance du helper non définie."
"Here are the products you're about to create.","Voici les produits que vous êtes sur le point de créer."
"Here are the products you\'re about to create.","Voici les produits que vous êtes sur le point de créer."
Hidden,Caché
"Hidden Virtual PayPal Debit Card Transaction","Transaction virtuelle PayPal de débit de carte de paiement"
"Hide Customer IP","Masquer l’adresse IP du client"
"Hide from Product Page","Cacher sur la page du produit"
History,Historique
"History Cleanup Every","Nettoyer l’historique toutes les"
Hits,Vues
Hold,Bloquer
"Hold for Dispute Investigation","Bloquer pendant l’enquête de litige"
Home,Accueil
"Home Delivery","Livraison à domicile"
"Home Page","Page d’accueil"
Host,Serveur
Hour,Heure
Hourly,"Toutes les heures"
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Heures d’ouverture :<br><span class=""no-link"">%store_hours</span>."
"How do you rate this product?","Quelle note donneriez-vous à ce produit ?"
"How many links to display at once.","Nombre de liens à afficher à la fois."
"Html tag ""%1"" is forbidden for usage in containers. Consider to use one of the allowed: %2.","La balise HTML ""%1"" est interdite d'utilisation dans des conteneurs. Envisagez d'en utiliser une autorisée: %2."
"Hub ID","Identifiant de hub"
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Nous ne sommes pas en mesure de compléter votre transaction. Veuillez nous contacter afin que nous puissions vous aider."
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","Nous ne sommes pas en mesure de traiter votre paiement. Veuillez essayer une autre méthode de paiement ou contactez-nous afin que nous puissions vous aider."
ID,ID
"ID: %1","ID: %1"
"ID Path","ID chemin"
"ID has already been taken.","ID déjà donné."
"ID is invalid.","ID invalide."
"ID required","ID obligatoire"
"IP Address","Adresse IP"
"IPN ""%1""","IPN ""%1"""
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""%1"". %2 Montant de transaction %3. ID de transaction: ""%4"""
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"". Un différend a été résolu et clôturé. %2 Montant de la transaction %3."
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""%1"". Type de cas ""%2"". Cas ID ""%3"" %4"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2""","IPN ""Remboursement"". Remboursement émis par le marchand. Notifications sur le montant du remboursement %1. ID Transaction: ""%2"""
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Remboursement"". Remboursement émis par le marchand. Notification sauvegardée concernant le montant remboursé de %1. ID de transaction : ""%2"". L’avoir n’a pas été créé. Veuillez créer un avoir hors ligne."
"IPN (Instant Payment Notification) Only","Notification instantanée de paiement (IPN) seulement"
"IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","Adresses IP séparées par des ',' que peut purger Varnish pour la génération du fichier de configuration. Si le champ est vide la valeur par défaut localhost sera utilisée."
"IPs access list separated with \',\' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","Adresses IP séparées par des \',\' que peut purger Varnish pour la génération du fichier de configuration. Si le champ est vide la valeur par défaut localhost sera utilisée."
"I\'m sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Nous ne sommes pas en mesure de compléter votre transaction. Veuillez nous contacter afin que nous puissions vous aider."
"I\'m sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","Nous ne sommes pas en mesure de traiter votre paiement. Veuillez essayer une autre méthode de paiement ou contactez-nous afin que nous puissions vous aider."
Identifier,Identifiant
"Identifying Fields required","Les champs sont obligatoires"
"Identity link URL","URL du lien d’identité"
"Id field of product link is required","Le champ ID pour lier le produit est obligatoire"
"Id is required","ID obligatoire"
"Id required","ID obligatoire"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","Si %1 %2 %3 pour une sous-sélection d’articles dans le panier répondant à %4 ces conditions :"
"If %1 of these conditions are %2:","Si %1 de ces conditions sont %2 :"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Si 0 est choisi, le CAPTCHA sera toujours disponible dans le formulaire de connexion."
"If an item is %1 in the cart with %2 of these conditions true:","Si un article est %1 panier et qu’il répond à %2 ces conditions :"
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.","Si la position actuelle de la trame ne couvre pas les pages les plus importantes, elle rend le lien à la position actuelle plus / moins cette valeur."
"If empty, UTF-8 will be used.","Si vide, l’UTF-8 sera utilisé."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","Si ce champ est vide, la valeur par défaut sera utilisée. Une URL personnalisée peut être fournie par un accord CardinalCommerce."
"If empty, the Category Name will be used","Si vide, le nom de la catégorie sera utilisé"
"If empty, the Page Title will be used","Si vide, le titre de page sera utilisé"
"If empty, the Product Name will be used","Si vide, le nom du produit sera utilisé"
"If empty, we'll use the category name here.","Si vide, le nom de la catégorie sera utilisé."
"If empty, we'll use the product name here.","Si vide, le nom du produit sera utilisé."
"If empty no separation.","Si vide, aucune séparation."
"If enabled, can be used by functional tests for extended reporting","Si activé, peut être utilisé par les tests fonctionnels pour les rapports étendus"
"If not specified, Default Country from General Config will be used","S'il n’est pas spécifié, le pays par défaut dans la configuration générale sera utilisé"
"If no value is specified, the system default is used. The system default may be modified by third party extensions.","Si aucune valeur n’es spécifiée, la valeur par défaut est utilisée. Cette valeur par défaut peut être modifiée par une extension tierce."
"If set to Yes, you can log in from multiple computers into same account. Default setting No improves security.","Si ""Oui"" est sélectionné, vous pourrez cous connecter depuis plusieurs ordinateurs avec le même compte. L’option ""Non"" améliore la sécurité."
"If the current frame position does not cover utmost pages, will render link to current position plus/minus this value.","Si la trame de pagination ne couvre pas les pages aux extrémités, Magento affichera les liens vers la page en cours plus ou moins la valeur ci-dessus."
"If the invoice was created offline, try creating an offline credit memo.","Si la facture a été créée hors ligne, essayez de créer un avoir hors ligne."
"If there are no custom parent categories, please use the default parent category. ' 'You can reassign the category at any time in ' '<a href=""%1"" target=""_blank"">Products > Categories</a>.","S'il n’y a pas de sous-catégorie personnalisée, veuillez utiliser la catégorie racine par défaut. Vous pouvez réaffecter la catégorie à tout moment dans <a href=""%1"" target=""_blank""> produits > catégories </a>."
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products &gt; Categories</a>.","S'il n’y a pas de catégorie parente personnalisée, veuillez utiliser la catégorie parente par défaut. Vous pouvez réaffecter la catégorie à tout moment dans <a href=""%1"" target=""_blank""> Produits > Catégories </a>."
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products > Categories</a>.","S'il n’y a pas de sous-catégorie personnalisée, veuillez utiliser la catégorie racine par défaut. Vous pouvez réaffecter la catégorie à tout moment dans <a href=""%1"" target=""_blank""> produits > catégories </a>."
"If there is an account associated with %1 you will receive an email with a link to reset your password.","S'il y a un compte associé à l’adresse %1, vous recevrez un email avec un lien pour réinitialiser votre mot de passe."
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Si cette option est activée, le client peut changer l’adresse de livraison et le mode d’expédition sur le site de PayPal. Fonctionnement en mode direct via le protocole HTTPS uniquement."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> afin de saisir votre adresse de facturation pour un calcul de TVA appropriée."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> afin de saisir votre adresse de livraison pour un calcul de TVA appropriée."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter you billing address for proper VAT calculation","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> afin de saisir votre adresse de facturation pour un calcul de TVA appropriée"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> afin de saisir votre adresse de facturation pour un calcul de TVA appropriée."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> afin de saisir votre adresse de livraison pour un calcul de TVA appropriée."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter you shipping address for proper VAT calculation","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquer ici</a> et entrer votre adresse de livraison pour un calcul de TVA appropriée"
"If you believe it is the right one you can ignore this notice.","Si vous pensez que les données sont correctes, vous pouvez ignorer cet avis."
"If you believe this is an error, please contact us at %1","Si vous pensez que c'est une erreur, contactez-nous à %1"
"If you continue to receive this message, please contact the store owner.","Si ce message persiste, veuillez nous contacter."
"If you did not make this request, you can ignore this email and your password will remain the same.","Si vous n’avez pas effectué cette demande, vous pouvez ignorer cet e-mail et votre mot de passe restera inchangé."
"If you did not request this change, please contact us.","Si vous n’avez pas effectué cette demande, veuillez nous contacter."
"If you don't want to leave a gift message for the entire order, leave this box blank.","Si vous ne souhaitez pas laisser de message cadeau pour la globalité de la commande, veuillez laisser ce champ vide."
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","Si vous ne disposez pas de plusieurs utilisateurs mis en place sur votre compte, veuillez entrer de nouveau votre login vendeur/ marchand ici."
"If you have an account, sign in with your email address.","Si vous avez un compte, connectez-vous avec votre adresse email."
"If you have an account with us, log in using your email address.","Si vous possédez un compte veuillez vous connecter en utilisant votre adresse email."
"If you have not authorized this action, please contact us immediately at %store_email","Si vous n’avez pas autorisé cette action veuillez nous contacter immédiatement à %store_email"
"If you have not authorized this action, please contact us immediately at <a href=""mailto:%store_email"">%store_email</a>","Si vous n’avez pas autorisé cette action veuillez nous contacter immédiatement à <a href=""mailto:%store_email"">%store_email</a>"
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","Si vous avez des questions concernant votre commande, vous pouvez nous envoyer un email à <a href=""mailto:%store_email"">%store_email</a>"
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","Si vous avez des questions concernant votre commande, vous pouvez nous envoyer un email à <a href=""mailto:%store_email"">%store_email</a>."
"If you leave this empty, we'll use a default value. The custom URL may be provided by CardinalCommerce agreement.","Si vous laissez vide, la valeur par défaut sera utilisée. L’URL pourra être fournie par CardinalCommerce."
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","Si votre site Magento a plusieurs boutiques, vous pouvez définir la portée à appliquer pour une vue spécifique."
"If you requested this change, reset your password here:","Si vous êtes bien à l’origine de cette demande, veuillez cliquer ci-dessous pour réinitialiser votre mot de passe :"
"If you requested this change, set a new password here:","Si vous êtes bien à l’origine de cette demande, veuillez cliquer ci-dessous pour définir un nouveau mot de passe :"
"If you select and save the rule you will be able to generate multiple coupon codes.","Si vous sélectionnez et enregistrez la règle, vous pourrez générer des codes de bons de réductions."
"
                        If you select and save the rule you will be able to generate multiple coupon codes.
                    ","Si vous sélectionnez et sauvegardez la règle, vous serez en mesure de générer de multiples codes de promotion."
Image,Image
"Image Adapter","Générateur d’image"
"Image Detail","Détail de l’image"
"Image Management","Gestion des images"
"Image Opacity","Opacité de l’image"
"Image Position","Position de l’image"
"Image Processing Settings","Paramètres de traitement d’image"
"Image Resolution","Résolution de l’image"
"Image Size","Taille de l’image"
"Image can not be saved.","Sauvegarde image impossible."
Images,Images
"Images (%1)","Images (%1)"
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Images And Videos","Images et vidéos"
"Images Assets","Ressources des images"
"Images Cache","Cache des images"
"Images File Directory","Répertoire des fichiers d’image"
"Images and Videos","Images et vidéos"
Import,Importer
Import/Export,Importer/Exporter
"Import/Export Tax Rates","Importer/Exporter Taux de taxes"
"Import Behavior","Comportement d’import"
"ImportExport: Import Data validation - Validation strategy not found","ImportExport : Validation des données d’import - stratégie de validation introuvable"
"Import History","Historique d’import"
"Import Options","Options d’import"
"Import Service","Service d’importation"
"Import Settings","Paramètres d’import"
"Import Tax Rates","Import de taux de taxes"
"Import and Export Tax Rates","Importer et exporter des taux de taxe"
"Important: ","Important : "
"Import data validation is complete.","La validation des données pour l’importation est terminée."
"Imported File","Fichier importé"
"Import has been done successfuly.","Import réalisé avec succès."
"Import history","Historique d’import"
"Import successfully done","Importation terminée avec succès"
"In Cart","Dans le panier"
"In Stock","En stock"
Inactive,Inactif
"Inc. Tax",TTC
Incentive,Incitation
Inches,Pouces
"Incl. Tax",TTC
"Incl. Tax:","TTC :"
Include,Inclure
"Include FPT In Subtotal","Inclure TFP dans le sous-total"
"Include Tax In Grand Total","TTC dans le total"
"Include Tax In Order Total","Inclure les taxes dans le total de la commande"
"Include Tax to Amount","Inclure les taxes au montant"
"Include Virtual Products in Price Calculation","Inclure les produits virtuels dans le calcul de prix"
"Include in Menu","Inclure dans le menu"
"Include in Navigation Menu","Inclure dans le menu de navigation"
"Including FPT and FPT description","TFP incluses et description des TFP"
"Including FPT only","FPT incluses uniquement"
"Including Tax",TTC
"Including and Excluding Tax","HT et TTC"
"Incoming Message","Message reçu"
"Incompatible argument type: Required type: %1. Actual type: %2; File: %3%4%5","Type d’argument incompatible : type requis : %1. Type actuel : %2; fichier : %3%4%5"
"Incompatible parameter type [%1 $%2] in %3::%4. It must be compatible with %5","Type de paramètre incompatible [%1 $%2] dans %3::%4. Doit être compatible avec %5"
"Incomplete payment information.","Informations de paiement incomplet."
"Inconsistent country","Pays incompatible"
"Inconsistent number of billing cycles","Nombre de cycles de facturation incompatible"
"Inconsistent start date","Date de début incompatible"
"Incorrect CAPTCHA","CAPTCHA incorrect"
"Incorrect CAPTCHA.","CAPTCHA incorrect."
"Incorrect Security Checker class. It has to implement SecurityCheckerInterface","Classe de vérification de la sécurité incorrecte. Elle doit implémenter l’interface SecurityCheckerInterface"
"Incorrect argument sequence in class %1 in %2%3Required: $%4%5Actual  : $%6%7","Séquence d’arguments incorrecte dans la classe %1 dans %2%3. Requis : $%4%5. Actuel  : $%6%7"
"Incorrect credit card expiration date.","Mauvaise date d’expiration de carte de crédit."
"Incorrect dependency in class %1 in %2%3%4","Dépendance incorrecte pour la classe %1 dans %2%3%4"
"Incorrect format of WSDL request URI or Requested services are missing.","Format WSDL incorrect, URI ou service manquants."
"Incorrect format of request URI or Requested services are missing.","Format URL de requête incorrect ou les services demandés sont manquants."
"Incorrect interface in %1. There is no method [ %2 ] in %3 interface","Interface incorrecte dans %1. Pas de méthode [ %2 ] dans l’interface %3"
"Incorrect payment method.","Méthode de paiement incorrecte."
"Incorrect timestamp value in the oauth_timestamp parameter","Valeur du timestamp incorrect dans le paramètre oauth_timestamp"
Indeterminate,Indéterminé
"Index Management","Gestion des index"
"Index Product Stock Status","Indexer les statuts de stock de produit"
"Indexed category/products association","Index des associations catégorie/produits"
"Indexed product/categories association","Indexation d’association produit/catégories"
"Indexed product/rule association","Indexe des associations produits/règle catalogue"
"Indexed rule/product association","Indexation des associations règles catalogue/produit"
Indexer,Index
"Indexer Management","Gestion des index"
"Indexer public description","Description publique de l’indexer"
"Indexer public description one","Description une publique de l’indexer"
"Indexer public description three","Description trois publique de l’indexer"
"Indexer public description two","Description deux publique de l’indexer"
"Indexer public name","Nom public de l’indexer"
"Indexer public name one","Nom un public de l’indexer"
"Indexer public name three","Nom trois public de l’indexer"
"Indexer public name two","Nom deux public de l’indexer"
"Index product EAV","Index EAV des produits"
"Index product and categories URL Rewrites","Index réécriture URL catégories et produits"
"Index product attributes for layered navigation building","Index des attributs produit pour la navigation par filtres"
"Index product prices","Index des tarifs produit"
"Index stock","Index du stock"
"Index type is not valid","Type d’index invalide"
Indirect,Indirecte
Ineligible,Inéligible
Info:,"Info :"
Information,Informations
"Init action problem.","Probléme d’initialisation de l’action"
"Initialization error component, check the spelling of the name or the correctness of the call.","Erreur lors de l’initialisation du composant, vérifier l’orthographe du nom ou l’exactitude de l’appel."
"Init vector must be a string of %1 bytes.","L’initialisation du vecteur doit être une chaîne de %1 octets."
InputException,InputException
InputException.,InputException
"Input Type","Type de saisie"
"Input Validation for Store Owner","Validation requise"
"Input type ""%value%"" not found in the input types list.","Le type d’entrée ""%value%"" n’a pas été trouvé dans la liste des types d’entrée."
"Insert File","Insérer le fichier"
"Insert Variable...","Insérer une variable..."
"Insert Widget","Insérer un widget"
"Insert Widget...","Insérer un widget..."
"Insights API Key","Clé API d’Insights"
"Insights API URL","URL de l’API Insights"
"Installed Currencies","Devises installées"
"Instance of the ""Magento\TestFramework\EventManager"" is expected.","Instance de ""Magento\TestFramework\EventManager"" attendue."
"Instance of the event manager is required.","Instance du gestionnaire d’événements requise."
"In stock","En stock"
"In stock alert! We wanted you to know that these products are now available:","Produits en stock ! Nous vous informons que les produits suivants sont à nouveau en stock :"
Instructions,Instructions
Integer,Entier
"Integer. Launch cleanup in X OAuth requests. 0 (not recommended) - to disable cleanup","Nombre entier. Lancement du nettoyage dans X requête OAuth. 0 (non recommandé) - pour désactiver le nettoyage"
"Integer Number","Nombre entier"
"Integration '%1' has been sent for activation.","Intégration '%1' a été envoyée pour l’activation."
"Integration '%1' has been sent for re-authorization.","Intégration '%1' a été envoyée pour une nouvelle autorisation."
"Integration Details","Détails intégration"
"Integration ID is not specified or is invalid.","ID d’intégration non spécifié ou invalide."
"Integration Info","Info intégration"
"Integration Tokens for Extensions","Clé d’intégration pour les extensions"
"Integration configuration file","Fichier de configuration de l’intégration."
"Integration configuration file.","Fichier de configuration de l’intégration."
Integrations,Integrations
"Integrations API Configuration","Configuration API intégrations"
"Integrations API configuration file","Intégrations API du fichier de configuration."
"Integrations API configuration file.","Intégrations API du fichier de configuration."
"Integrations Configuration","Configuration des intégrations"
"Integration with ID '%1' doesn't exist.","Intégration avec l’ID '%1' n’existe pas."
"Integration with ID '%1' does not exist.","Intégration avec l’ID '%1' n’existe pas."
"Integration with ID \'%1\' does not exist.","Intégration avec l’ID \'%1\' n’existe pas."
"Integration with name '%1' exists.","Intégration avec le nom '%1' existe."
"Integration with name \'%1\' exists.","Intégration avec le nom \'%1\' existe."
"Interface Language","Langage de l’interface"
"Interface Locale","Langue de l’interface"
"Internal Error. Details are available in Magento log file. Report ID: %1","Erreur interne. Détails disponibles dans les fichiers log Magento. ID rapport: %1"
"Internal error. Check exception log for details.","Erreur interne. Vérifiez le journal d’exception pour plus de détails."
"International AVS Indicator Does Not Match","Indicateur international AVS ne correspond pas"
"International AVS response","AVS réponse internationale"
"International Economy","International éco"
"International First","Premier international"
"International Ground","Sol international"
"International Priority","Priorité internationale"
Interval,Intervalle
"Interval Division Limit","Limite de division d’intervalle"
"Intl Economy Freight","Frêt éco international"
"Intl Priority Freight","Frêt prioritaire international"
"Invalid ""@magentoAppArea"" annotation, can be ""%1"" only.","Annotation ""@magentoAppArea"" invalide. Ne peut être que ""%1""."
"Invalid ""@magentoAppIsolation"" annotation, can be ""enabled"" or ""disabled"" only.","Annotation ""@magentoAppIsolation"" invalide, doit être seulement ""activée"" ou ""désactivée""."
"Invalid ""@magentoDbIsolation"" annotation, can be ""enabled"" or ""disabled"" only.","Annotation ""@magentoDbIsolation"" invalide, doit être seulement ""activée"" ou ""désactivée""."
"Invalid %1. %2","Invalide %1. %2"
"Invalid Address Data provided","Données d’adresse invalide"
"Invalid Block class name: %1","Nom de la classe bloc invalide : %1"
"Invalid Callback URL","URL de rappel invalide"
"Invalid Credit Card Data provided","Données de carte de crédit invalides"
"Invalid Credit Card Number","Numéro de carte bancaire invalide"
"Invalid Customer ID provided","ID client invalide"
"Invalid Data Source class name: %1","Nom de la classe des sources de données invalide : %1"
"Invalid Document %1%2","Document invalide %1%2"
"Invalid Document: %1%2 Error: %3","Document invalide %1%2 Erreur: %3"
"Invalid EAV attribute","Attribut EAV invalide"
"Invalid Form Key. Please refresh the page.","Clé de formulaire invalide. Veuillez actualiser la page."
"Invalid Rejected Callback URL","URL de rappel rejeté invalide"
"Invalid Sender Email","Nom de l’expéditeur invalide"
"Invalid Sender Information","Les informations conçernant l’expéditeur sont invalides"
"Invalid UI Component element name: '%1'","Nom d’élément du composant UI invalide : '%1'"
